,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
29,29,Janet,drove,to the beach,[],[],with a van,"['large', 'rented']","['with space', 'for her supplies']",1,5,-5.3029694557000004,to the beach ,with a large rented van with space for her supplies,3,12,5,10,3,10,-4.8711650372,5,10,-4.9663522243000005,5,10,-4.8828862607,5,10,-4.6590337157,5,10,-4.5770690581,5,10,-4.8403423534,5,10,-7.1851371877,5,10,-4.6001244152,5,11,-4.3836389118,5,11,-4.5665550232,5,11,-4.2251030207,5,10,-4.4172118604,5,10,0.25,0.30000000000000004,0.2,Janet drove with a large rented van with space for her supplies to the beach.,Janet drove to the beach with a large rented van with space for her supplies.,0.3736596108,0.4928474426,0.3711571097,0.3562186956,0.4487262052,0.6924773385,0.5347810352,0.2721822121,0.4512024456,0.49735461340000003,0.47177100180000003,0.4567396641,mpp,"[1.0, 2.0, 1.0, 2.0, 2.0, 7.0, 4.0, 6.0, 2.0, 6.0, 1.0, 3.0]"
30,30,Janet,chatted,with her boss,"['rude', 'ignorant']",[],about a raise,"['large', 'generous']","['for the budget', 'for her project']",3,5,-5.8625030518,with rude ignorant her boss ,about a large generous raise for the budget for her project,7,16,6,11,5,11,-5.5953304291,6,11,-5.608265686,6,11,-5.6817961216,6,11,-5.6443271399,6,11,-5.5943210693,6,11,-5.8662896838,6,11,-7.7653520675,6,11,-5.7019714594,6,11,-5.3437273162,6,11,-5.544651304,6,11,-5.0759597778,6,11,-5.3467320442,6,11,0.4375,0.4545454545,0.6000000000000001,Janet chatted about a large generous raise for the budget for her project with her rude ignorant boss.,Janet chatted with her rude ignorant boss about a large generous raise for the budget for her project.,0.2833713532,0.2689016342,0.38658769130000004,0.5255614996,0.3266422181,0.5153789067,0.19836675550000002,0.2229086399,0.10771295010000001,0.3132821946,0.17870950700000002,0.2934821367,mpp,"[2.0, 3.0, 3.0, 5.0, 2.0]"
31,31,Janet,drove,to class,"['graduate', 'economics']","['of the finance building', 'in the downtown campus']",with a van,"['cheap', 'rented']",['with space'],5,4,-5.6314539476,to graduate economics class of the finance building in the downtown campus,with a cheap rented van with space,21,8,12,7,12,7,-5.6270802238,12,7,-5.7092595534,12,7,-5.7832741304,12,7,-5.7314635624,12,7,-5.6988744321,12,7,-6.0708173876,12,7,-7.9028238006,12,7,-5.1825995255,14,8,-5.3172317743,12,8,-5.413811485,12,8,-5.3489860621,12,7,-5.7719548616,12,7,2.625,1.7142857143,1.25,Janet drove with a cheap rented van with space to graduate economics class of the finance building in the downtown campus.,Janet drove to graduate economics class of the finance building in the downtown campus with a cheap rented van with space.,-0.0273024819,0.0737591657,0.1959064657,0.1728277424,0.1928454897,0.10844560290000001,-0.15152371450000002,0.025407047300000003,-0.10597701870000001,-0.2536077698,-0.0111780167,-0.3512045686,mpp,"[6.0, 7.0, 4.0, 3.0]"
32,32,Janet,drove,to class,"['advanced', 'graduate']",['of the finance building'],with a van,[],['for her supplies'],4,2,-6.4522765664,to advanced graduate class of the finance building,with a  van for her supplies,13,7,8,7,8,6,-6.1869567422,8,7,-6.217666626,8,7,-5.9771706637,8,7,-6.2756191422,8,7,-6.2475145393,8,7,-6.2749144236,8,7,-7.8056586848,8,7,-5.5940746201,9,7,-6.0613746113,8,7,-6.2529544565,8,7,-5.9408025461000005,8,7,-6.2740049082,8,7,1.8571428571,1.3333333333,2.0,Janet drove with a van for her supplies to advanced graduate class of the finance building.,Janet drove to advanced graduate class of the finance building with a van for her supplies.,0.24754737400000001,0.21574222340000002,0.1949962728,0.6175156481,0.2354530229,0.054579205000000006,-0.2165785631,0.0391967826,0.0471790631,0.0931230651,0.35424855180000003,0.20434946180000002,mpp,"[5.0, 5.0, 7.0, 2.0, 4.0]"
33,33,Janet,ate,with Emily,[],[],at the mall,[],[],1,1,-5.9782390594,with Emily ,at the  mall ,4,3,4,5,2,3,-5.3740000725,4,5,-5.4746255875,4,5,-5.8343940377,4,5,-5.4318587184,4,5,-5.1353574329,4,5,-5.174972958,4,5,-8.1825891601,4,5,-4.6846971512,4,5,-4.8152288914,4,6,-5.1052420616,4,6,-4.7049740553,5,5,-5.4728203416,5,5,1.3333333333,0.6666666667000001,1.0,Janet ate at the mall with Emily.,Janet ate with Emily at the mall.,0.1807842255,-0.0112709999,0.2651494145,0.020483672600000002,-0.1331240866,-0.3722967572,0.7478217549,0.0276221037,-0.0319964885,-0.0734076023,-0.0744125843,0.2934987545,mpp,"[3.0, 4.0, 5.0, 2.0, 4.0]"
34,34,Janet,went,to class,"['advanced', 'graduate']",['on the second floor'],in a truck,"['heavy', 'loaded']",['from the military'],4,4,-5.6930957593,to advanced graduate class on the second floor,in a heavy loaded truck from the military,12,13,8,8,8,8,-5.2907586349,8,8,-5.4064358159,8,8,-5.2999702002,8,8,-5.4811773049,8,8,-5.1660823822,8,8,-5.4784018278,8,8,-7.165426898,8,8,-5.0351273386,8,8,-5.1221573353,8,8,-5.3309891701,8,8,-5.0140179835,8,8,-5.7630914387,8,8,0.9230769231,1.0,1.0,Janet went in a heavy loaded truck from the military to advanced graduate class on the second floor.,Janet went to advanced graduate class on the second floor in a heavy loaded truck from the military.,0.1178277669,0.2997082158,0.1487044535,0.2883048057,-0.0140580177,-0.0987186194,0.0045286179,0.0788330279,0.1627033949,0.1469071865,0.2678635246,0.3645955387,mpp,"[3.0, 4.0, 1.0, 2.0, 7.0]"
35,35,Janet,chatted,during the conference,['annual'],['for research endeavors'],about the project,['failing'],"['in the data', 'for the analysis', 'for the paper']",3,5,-5.2102689743,during annual the conference for research endeavors,about the failing project in the data for the analysis for the paper,15,21,7,13,7,13,-5.0088844299,7,13,-5.0676412582,7,13,-5.0534950097,7,13,-5.2286304633,7,13,-5.3093800354,7,13,-5.1414012718,7,13,-7.5693697739,7,13,-4.8212644504,9,14,-4.6066031986,9,13,-4.6134689119,9,13,-4.6523138237,8,13,-4.6860500526,8,13,0.7142857143,0.5384615385,0.6000000000000001,Janet chatted about the failing project in the data for the analysis for the paper during the annual conference for research endeavors.,Janet chatted during the annual conference for research endeavors about the failing project in the data for the analysis for the paper.,-0.23338015880000001,-0.0923369726,-0.0972027183,-0.1402834058,-0.0694795609,-0.19881305700000002,0.041082592,-0.12115874650000001,-0.0028777122000000002,-0.0487395569,-0.1432326126,-0.2441796112,mpp,"[4.0, 4.0, 6.0, 3.0]"
36,36,Janet,argued,with her team,"['new', 'assigned', 'economics']","['for stock predictions', 'in the finance branch']",about a raise,"['large', 'generous', 'annual']",['for her project'],6,5,-6.5022337341,with new assigned economics her team for stock predictions in the finance branch,about a large generous annual raise for her project,21,15,13,9,13,9,-6.2732113647,13,9,-5.9079440308,13,9,-6.2453103828,13,9,-6.2329244232,13,9,-5.8463596564,13,9,-6.0361504188,13,9,-7.9565784014,13,9,-5.6166482312,16,9,-5.870852177,13,9,-5.9665276821,13,9,-5.7541806793,13,9,-6.186525898,13,9,1.4,1.4444444444,1.2,Janet argued about a large generous annual raise for her project with her new assigned economics team for stock predictions in the finance branch.,Janet argued with her new assigned economics team for stock predictions in the finance branch about a large generous annual raise for her project.,-0.0144342041,-0.1324946594,-0.0318744278,0.0226025772,0.0519219178,-0.045525257400000005,-0.13289825730000002,-0.1275928191,-0.23595164370000002,-0.035465277100000005,-0.2337611008,-0.23278854370000002,mpp,"[3.0, 3.0, 7.0, 3.0]"
37,37,Janet,discussed,during the conference,['annual'],"['in Nepal', 'for research endeavors']",about the project,['disorganized'],"['in the data', 'for the analysis']",4,4,-5.4250771896,during annual the conference in Nepal for research endeavors,about the disorganized project in the data for the analysis,18,20,9,11,9,10,-5.4639681940000004,9,11,-5.3331826251,9,11,-5.5333860231,9,11,-5.3503847537,9,11,-5.2532147765,9,11,-5.4588450591,9,11,-7.1394459009,9,11,-5.0484602356,11,12,-4.5553916693,12,12,-4.6205605609000004,12,12,-4.8407891194,10,11,-5.0648737351,10,11,0.9,0.9,1.0,Janet discussed about the disorganized project in the data for the analysis during the annual conference in Nepal for research endeavors.,Janet discussed during the annual conference in Nepal for research endeavors about the disorganized project in the data for the analysis.,-0.0180778504,-0.1125589454,0.0819010527,-0.0860882842,-0.1570236286,-0.1060652931,0.15998637670000002,-0.1168450355,-0.1033505712,-0.1207504783,-0.35403062900000004,-0.31874702380000003,mpp,"[5.0, 4.0, 6.0, 5.0, 5.0]"
38,38,Janet,chatted,to the woman,['helpful'],"['in HR', 'at her job']",about Sheila,['noisy'],"['from the next cubicle', 'on the second floor']",4,4,-5.2212115479,to helpful the woman in HR at her job,about noisy Sheila from the next cubicle on the second floor,11,17,9,12,9,11,-4.9385017395,9,12,-4.8023950958,9,12,-4.7278042412,9,12,-4.6903009796,9,12,-4.68290384,9,12,-4.8815633334,9,12,-7.4250625647,9,12,-5.1055318515,10,13,-4.0810465472,9,14,-4.2731585843,9,14,-3.9488469637,9,13,-4.2131336102,9,13,0.6470588235,0.8181818182,1.0,Janet chatted about noisy Sheila from the next cubicle on the second floor to the helpful woman in HR at her job.,Janet chatted to the helpful woman in HR at her job about noisy Sheila from the next cubicle on the second floor.,-0.0982511902,-0.0576011658,0.0642104912,0.2018588257,0.1450203015,0.1252083779,0.1802481321,-0.11303781580000001,0.1428765569,0.22286340170000002,-0.0834835493,-0.25939409550000003,mpp,"[2.0, 1.0, 2.0, 1.0, 4.0, 2.0]"
39,39,Janet,chatted,with her team,"['new', 'assigned']","['for stock predictions', 'in the company']",about the project,[],"['in the data', 'for the analysis', 'for the paper']",5,4,-5.3556754501,with new assigned her team for stock predictions in the company,about the  project in the data for the analysis for the paper,17,19,11,13,11,12,-5.172763118,11,13,-5.1529223124,11,13,-5.0852817959,11,13,-5.1194084662,11,13,-5.1719355583,11,13,-5.0998774767,11,13,-7.0405173642,11,13,-4.8599811281,12,13,-4.9574722392,11,13,-4.9398584536,11,13,-4.6538774172,11,13,-4.9294031461,11,13,0.8947368421,0.9166666667000001,1.25,Janet chatted about the project in the data for the analysis for the paper with her new assigned team for stock predictions in the company.,Janet chatted with her new assigned team for stock predictions in the company about the project in the data for the analysis for the paper.,-0.1059273614,-0.0652660794,-0.0814499325,-0.1203101299,0.1361769608,0.0212630374,0.142391886,-0.1896779538,-0.007794823,-0.0943642514,-0.1221799321,0.1215981731,mpp,"[4.0, 5.0, 6.0, 4.0]"
40,40,Janet,went,to the event,"['annual', 'auction']",['of the metropolis'],with a van,['cheap'],['with space'],4,3,-5.6646828122,to annual auction the event of the metropolis,with a cheap van with space,15,6,9,6,8,6,-5.613978068,9,6,-5.7305571238,9,6,-5.6112119622,9,6,-5.6863627699,9,6,-5.439863481,9,6,-5.5823291728,9,6,-7.3691974188,9,6,-4.8551713943,11,6,-4.9040491819,10,6,-4.9534655809,10,6,-5.3192656835,9,6,-5.7592733171,9,6,2.5,1.3333333333,1.3333333333,Janet went with a cheap van with space to the annual auction event of the metropolis.,Janet went to the annual auction event of the metropolis with a cheap van with space.,0.1932604048,0.2024684482,0.2953021792,0.41566697760000004,0.1437727526,0.21311373460000002,0.5985219102,0.2570919752,0.002786231,-0.010936069500000001,0.2975877126,0.273547252,mpp,"[6.0, 2.0, 2.0, 5.0, 4.0]"
41,41,Janet,went,with Emily,['her good friend'],"['and her friends', 'from class']",to the mall,"['nearby', 'old', 'shopping']",['with a food court'],4,5,-4.7470854054,with her good friend Emily and her friends from class,to the nearby old shopping mall with a food court,12,12,10,10,10,10,-4.3411079075,10,10,-4.2862663269,10,10,-4.2477111402,10,10,-4.4154914773,10,10,-3.9391098619,10,10,-4.1229464213,10,10,-6.2947545052,10,10,-4.6182158719,10,10,-3.7853833008,10,11,-3.8210446739,10,11,-3.892641959,10,10,-4.1899853375,10,10,1.0,1.0,0.8,Janet went to the nearby old shopping mall with a food court with her good friend Emily and her friends from class.,Janet went with her good friend Emily and her friends from class to the nearby old shopping mall with a food court.,0.0019063535000000001,0.22316899510000002,0.2504614747,0.4466649553,0.0258786877,0.24060539400000003,-0.43745704490000004,-0.3110484662,0.0784753609,0.0052464294000000005,0.1677144092,0.3606933097,mpp,"[1.0, 6.0, 4.0, 1.0, 7.0]"
42,42,Janet,talked,to Michael,"['tall', 'skinny']",[],about her boss,[],[],3,1,-7.1552574158,to tall skinny Michael ,about her  boss ,6,4,5,5,4,3,-6.6092716217,5,5,-5.9174640656,5,5,-6.1380560398,5,5,-5.6879694939,5,5,-6.3124426495,5,5,-6.4842004343,5,5,-9.755775495,5,5,-5.5157245723,6,5,-5.4919059674,6,5,-5.7502368689,6,5,-6.0240862846,5,5,-6.492470026,5,5,1.5,1.3333333333,3.0,Janet talked about her boss to tall skinny Michael.,Janet talked to tall skinny Michael about her boss.,0.2355960846,-0.13663654320000002,0.3288369179,0.2476848603,0.2116364999,0.6291164485,0.2546152635,0.0794091658,0.3831194242,0.6651865244,0.5992291927,0.8199499130000001,mpp,"[7.0, 1.0, 2.0, 2.0, 7.0]"
43,43,Janet,discussed,during the meeting,['complaints'],"['for speaking with HR', 'for organized projects']",about the project,"['disorganized', 'failing']",['for the analysis'],4,4,-6.6928798841,during complaints the meeting for speaking with HR for organized projects,about the disorganized failing project for the analysis,18,18,11,9,11,8,-6.666134544,11,9,-6.1518752057,11,9,-6.3026191255,11,9,-6.295483216,11,9,-6.1258232594,11,9,-6.3113831282,11,9,-8.5836746097,11,9,-5.7941454958,14,11,-5.7381921577,11,10,-5.7598501015,11,10,-6.0414890621,11,9,-6.423786267,11,9,1.0,1.375,1.0,Janet discussed about the disorganized failing project for the analysis during the complaints meeting for speaking with HR for organized projects.,Janet discussed during the complaints meeting for speaking with HR for organized projects about the disorganized failing project for the analysis.,0.08978603190000001,-0.3010670205,0.0733380317,0.0372269879,-0.304573973,-0.23218512530000002,0.1495791873,0.0912835863,-0.26262208940000004,-0.2188061905,-0.1171248685,0.0141864652,mpp,"[1.0, 2.0, 2.0, 7.0, 6.0, 1.0]"
44,44,Janet,argued,during the conference,['annual'],['in Nepal'],about the project,['failing'],"['in the data', 'for the paper']",3,4,-5.2647548475,during annual the conference in Nepal,about the failing project in the data for the paper,12,15,6,10,6,10,-5.3719960263,6,10,-5.4161766454,6,10,-5.355846405,6,10,-5.6763473561,6,10,-5.3160407305,6,10,-5.5186208487,6,10,-6.7093500137,6,10,-4.7733999729,7,11,-4.9533488864,7,10,-5.0657520067,7,10,-5.1268647094,6,10,-5.621751459,6,10,0.8,0.6000000000000001,0.75,Janet argued about the failing project in the data for the paper during the annual conference in Nepal.,Janet argued during the annual conference in Nepal about the failing project in the data for the paper.,-0.018306732200000002,0.0388049076,0.10897995290000001,0.295768788,-0.23487718100000002,-0.18635327810000002,-0.24755361080000002,-0.1924179793,0.0020075071,0.0335731052,-0.20842697740000002,0.1199154603,mpp,"[1.0, 3.0, 7.0, 6.0, 6.0]"
45,45,Janet,met,with her professor,[],[],inside the restaurant,"['expensive', 'seafood']","['on main street', 'in downtown']",1,5,-5.8118443489,with her professor ,inside the expensive seafood restaurant on main street in downtown,5,17,5,10,3,10,-5.5208482742000005,5,10,-5.2446653843,5,10,-5.2543060184,5,10,-5.2402555645,5,10,-5.2603891597,5,10,-5.5330771278,5,10,-8.1299124325,5,10,-5.0757212639,5,13,-4.8015478982,5,11,-4.8727491167,5,11,-5.2885147333,5,10,-5.8202259243,5,10,0.2941176471,0.30000000000000004,0.2,Janet met inside the expensive seafood restaurant on main street in downtown with her professor.,Janet met with her professor inside the expensive seafood restaurant on main street in downtown.,0.2723376751,0.2780641317,0.1397190094,0.1871299744,0.4726706673,0.4746775908,-0.16538317060000002,0.0762146579,0.33457133510000003,0.29073193340000003,0.5814586282,0.8488377631,mpp,"[1.0, 2.0, 7.0, 1.0, 1.0]"
46,46,Janet,chatted,with her team,['economics'],"['for stock predictions', 'in the company']",about the project,"['catastrophic', 'failing']","['in the data', 'for the analysis']",4,5,-5.9517790222,with economics her team for stock predictions in the company,about the catastrophic failing project in the data for the analysis,17,21,10,11,10,11,-5.742775116,10,11,-5.4883969879,10,11,-5.6063216782,10,11,-5.7158572006,10,11,-5.5714235856,10,11,-5.6204296075,10,11,-7.7974929076,10,11,-4.5327446014,12,16,-4.8235062402,10,14,-4.906632818,10,14,-5.4336950874,10,11,-5.6925614357,10,11,0.8095238095,0.9090909091,0.8,Janet chatted about the catastrophic failing project in the data for the analysis with her economics team for stock predictions in the company.,Janet chatted with her economics team for stock predictions in the company about the catastrophic failing project in the data for the analysis.,-0.1448823547,-0.2232163239,-0.2265047645,-0.1544079399,-0.0069664808,-0.1728994847,-0.0687174614,-0.07409113640000001,-0.15340221340000001,-0.1795886303,-0.0775567055,0.1319539261,mpp,"[2.0, 6.0, 2.0, 2.0, 2.0]"
47,47,Janet,negotiatied,during the conference,"['annual', 'charity']",['in economics'],about the project,"['disorganized', 'catastrophic']",['in the data'],4,4,-6.7471313477,during annual charity the conference in economics,about the disorganized catastrophic project in the data,17,18,7,9,7,8,-6.5691192264,7,9,-6.6406282697,7,9,-6.6139422825,7,9,-6.4691096715,7,9,-6.3031383428,7,9,-6.493253101,7,9,-7.5281805992,7,9,-4.7462325607,9,14,-5.0382147718,7,13,-5.2226617954,7,13,-6.0490221296,7,9,-6.3881900197,7,9,0.9444444444000001,0.875,1.0,Janet negotiatied about the disorganized catastrophic project in the data during the annual charity conference in economics.,Janet negotiatied during the annual charity conference in economics about the disorganized catastrophic project in the data.,0.0003320603,0.1389285496,0.0604032789,0.0039326123,-0.166451064,-0.0500620712,-0.0681853078,-0.144618409,-0.012830857900000001,0.0604210783,-0.004895074,-0.0472378504,mpp,"[1.0, 5.0, 5.0, 3.0]"
